itemCode,yahooID,itemName,description,amzbulletpoint1,amzbulletpoint2,amzbulletpoint3,amzbulletpoint4,amzbulletpoint5
PK39368B,concord-black-bear-placemats-set-of-4,Concord Black Bear Placemats - Set of 4,"Crisp black, wine and beige plaid is embellished with a whipstitched bear silhouette patch on the Concord Black Bear Placemats.  Machine wash.  Set of four measure 13""W x 19""L each. ~",,,,,
2CRJB6608,cerrillos-hills-fringed-valance,Cerrillos Hills Fringed Valance,"Exclusive - Intersecting lines of fringe beautifully dress your windows on this unlined valance in a poly woven chenille southwest design and faux suede with genuine turquoise stone conchos. Dry clean. Measures 54""W x 18""H. ~",,,,,
2DD25617,pine-branches-metal-welcome-sign,Pine Branches Metal Welcome Sign,"Exclusive - The realistic metal art Pine Branches Metal Welcome Sign with a pine bough and hanging branch-shaped welcome sign offers an inviting rustic touch.  Measures 17""W x 3""D x 10Â½""H. ~",,,,,
LKRA4396,turquoise-tooled-leather-double-switch-plate,Turquoise Tooled Leather Double Switch Cover,"A Lone Star Western Decor Exclusive - Classic rose tooled leather patterns with a distressed turquoise finish are re-created in resin on the Turquoise Tooled Leather Double Switch Cover.  Measures 5""W x Â½""D x 5Â¼""H. ~",,,,,
BSB5080038,black-bear-cookie-jar,Black Bear Cookie Jar,"Keep treats ready for your cubs with the friendly earthenware Black Bear Cookie Jar.  Hand wash only.  Measures 9Â¼""W x 11Â½""H. ~",,,,,
BN66097033,green-pinecone-barstool-pad,Green Pinecone Barstool Pad - CLEARANCE,"A Black Forest Decor Exclusive - A graceful cotton/poly pinecone tapestry covers the latex foam pads with adjustable drawstring yokes in camel or coffee microsuede for a secure fit. Handmade in the USA of imported fabric. Pattern placement may vary. Spot clean. Measures 13-14""Dia. x 2Â½""H each. ~",,,,,
DS12532,turquoise-stones-picture-frame,Turquoise Stones Picture Frame,"A Lone Star Western Decor Exclusive - Bejewel your favorite photo with the polyresin Turquoise Stones Picture Frame featuring faux turquoise stones and a western metalwork look.  Holds one 4"" x 6"" photo.  Measures 8Â¾""W x 7""H. ~",,,,,
CE842841830,pinecone-valley-valance,Pinecone Valley Valance,"Warm natural colors featuring pine needles and cones add a cozy lodge look to any window. 100% cotton. Machine wash. 72""W x 15 1/2""H",,,,,
HXTL5120S,moose-stripe-towel-set-3-pcs,Moose Stripe Towel Set - 3 pcs,"In rustic green, tan, red and brown stripes, the embroidered 100% cotton Moose Stripe Towel Set has a classic lodge style.  Three piece set includes bath towel (27""W x 52""L), hand towel (16""W x 32""L) and wash cloth (13""W x 14""L).  Machine wash. ~",,,,,
CVRUS58BR,forest-wildlife-tissue-box,Forest Wildlife Tissue Box,"Exclusive - Bring elegance to your lodge bath with these resin accessories featuring raised wildlife scenes and a beautiful bronze and brown finish with laced details.  Measures 7Â¾""W x 7Â¾""D x 7Â¾""H. ~",,,,,
DS21932,lone-star-cowboy-hat-rack,Lone Star Cowboy Hat Rack,"Exclusive - Classic western stars are mounted on this metal and metal mesh cowboy hat rack for handy over-the-door storage.  Measures 11""W x 9""D x 34Â¼""H. ~",,,,,
DS21963,stars-and-studs-metal-waste-basket,Stars & Studs Metal Waste Basket,"Exclusive - Dimensional stars and raised studs surround these western metal accessories in a dark golden brown powder coat.  Measures 12Â½""Dia. x 11Â¾""H. ~",,,,,
ER32116MB,mama-black-bear-and-cub-half-round-braided-rug,Mama Black Bear & Cub Half-Round Braided Rug,"Bear cubs closely follow mama bears among shades of green, tan and white on this half-round braided 100% jute rug. Spot clean. Rug liner recommended. 18""W x 29""L",,,,,
2BG10752,lake-lodge-shower-curtain,Lake Lodge Shower Curtain,"Make a statement in your bathroom with the Lake Lodge Shower Curtain, adorned with realistic forest wildlife and leaves in blocks on a soft cursive background for a true cabin feel. <ul><li>Heat transfer print on textured polyester</li> <li>70""W x 72""L</li> </ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship.",,,,,
2CRJB6603,canyon-shadows-shower-curtain,Canyon Shadows Shower Curtain,"Exclusive - A dazzling diamond design is woven in red, coral, turquoise and chocolate on this southwestern bedding with two-tone brown microsuede, antique brass rivets and faux leather fringe for rugged appeal.  Bed sets include comforter, bedskirt, two shams and fringed neckroll.  Dry clean.  Dimensions available online. Measures 72""W x 72""L. ~",,,,,
2DD25600,pine-bough-wall-candle-holder,Pine Bough Wall Candle Holder,"Exclusive - The metal Pine Bough Wall Candle Holder in a black finish with delicate twig and pinecone details offers an elegant wall accent.  Holds one pillar candle (not included).  Measures 6Â¾""W x 4Â¼""D x 10""H. ~",,,,,
CARJB5029,high-plains-cowhide-steer-head-pillow,High Plains Steer Head Pillow,"Exclusive - Cowhide print, chocolate faux leather and silver conchos add rugged flair to soft microsuede in this spirited western bedding.  Dry clean.  Bed sets include comforter, bedskirt, two shams and concho cross accent pillow.  Measures 14""W x 26""L. ~",,,,,
CARJB5034,chestnut-suede-horse-valance,Chestnut Suede Horse Valance,"Exclusive - Give your windows rodeo style with these microsuede valances enhanced with appliques, embroidery, conchos, rivets, faux leather fringe and a printed faux leather texture.  Dry clean.  Drapes shown available on pg. __.  Measures 54""W x 17""H with 3"" rod pocket; Machine wash.. ~",,,,,
DS12885,turquoise-stone-wall-cross,Turquoise Stone Wall Cross,"Exclusive - Turquoise stones, antiqued metalwork and gold studs are replicated in painted polyresin on this beautiful cross wall hanging.  Measures 10Â½""W x 14Â½""H. ~",,,,,
DS21682,metal-star-boot-rack,Metal Star Boot Rack,"A Lone Star Western Decor Exclusive - Boots, belts and hats find a perfect home in this space-saving metal rack in a dark brown finish.  Measures 22 5/8""W x 10 7/8""D x 48""H. ~",,,,,
DS22163,cast-iron-pinecone-knob,Cast Iron Pinecone Knob,"Exclusive - Bring forest detail to cabinets or drawers with this cast iron hardware featuring pinecones and pine trees in brown and rust finishes. Screws included. Measures 2""W x 1Â¾""D x 2""H. ~",,,,,
DS22224,arrow-metal-wall-hangings-set-of-3,Arrow Metal Wall Hangings - Set of 3,"These metal arrows in gold, silver and copper bring southwestern elegance to your wall. These metal arrows in gold, silver and copper bring southwestern elegance to your wall.",,,,,
DI87736223,sublime-table-lamp,Sublime Table Lamp,"The Sublime Table Lamp casts a lovely glow in your southwestern home with a lovely blue glaze base.<ul><li>17""W x 17""D x 30""H</li> <li>Ceramic base</li> <li>Turquoise dripped glazed finish (colors may vary)</li> <li>Uses one 150 watt max bulb</li> <li>Beige textured linen round shade</li> </ul> ~ Ships from the manufacturer. Allow 2 weeks. Cannot express ship.",,,,,
HXDI3510CS,taos-canister-set-3-pcs,Taos Canister Set - 3 pcs,"Hand-painted Navajo-style patterns in cream, red, chocolate and turquoise adorn the ceramic Taos Canister Set with rubber stoppers to bring southwest style to your kitchen.  Food safe.  Set of three: Small: 6""Dia. x 7Â½""H; Medium: 7""Dia. x 9""H; Large: 8""Dia. x 10""H. ~",,,,,
KM07141000080KM,realtree-max-4-camo-comforter-set-cal-king,Realtree Max-4 Camo Comforter Set - Cal King,"The poly/cotton blend Realtree Max-4 Camo Cal King Comforter Set incorporates numerous nature elements, adding striking visual appeal to your bedroom decor.  Includes comforter (110""W x 96""L), bedskirt (72""W x 84""L) and two king shams (21""W x 36""L).  Machine wash, tumble dry low. ~ Ships from the manufacturer.  Allow 1 to 2 weeks.  Cannot express ship or ship to Alaska.",,,,,
PK493650,bear-and-moose-stoneware-dinner-plate,Bear & Moose Stoneware Dinner Plate,"Create a welcoming table with the embossed cream Bear & Moose Stoneware Dinner Plate in a pine tree design with brown-brushed rim.  Dishwasher and microwave safe.  Measures 10Â½""Dia.. ~",,,,,
MUMMROCTBC,old-crate-tissue-box,Old Crate Tissue Box,Realistic resin reproductions of a vintage well bucket and hinged crate are accented with faux antlers handles on these rugged accessories. ~,,,,,
MWGSSFLM,southwestern-flame-tapestry-standard-sham,Southwestern Flame Tapestry Standard Sham,"Exclusive - A large-scale geometric tapestry in red, sage, orange and cream meets soft faux leather to create this luxurious southwest bedding. Machine wash coverlets and sham.  Measures 20""W x 26""L. ~",,,,,
SIX9312,climbing-bears-outlet-cover,Climbing Bears Outlet Cover,"A Black Forest Decor Exclusive - Black bear cubs explore forest scenery on the hand-painted polyresin Climbing Bears Outlet Cover with a wood grain texture.  Measures 3Â½""W x 6Â¾""H. ~",,,,,
KM02570070004BC,bone-collector-toothbrush-holder,Bone Collector Toothbrush Holder,"Accent your outdoor-themed home with the Bone Collector Toothbrush Holder.  This resin toothbrush holder has a stag skull with antler holders and embossed Bone Collector logo base and brings rugged style to your room.  Measures 7""W x 4 3/4""D x 7 3/4""H.   ~ Ships from the manufacturer.  Allow 1 to 2 weeks.  Cannot express ship or ship to Alaska or Canada.",,,,,
PK393151B,concord-black-bear-potholder,Concord Black Bear Potholder,"Adorned with whip-stitched bear applique patches, these red, black and beige plaid linens are made from 100% cotton.  Machine wash.  Measures Front pocket; 9""W x 9""L. ~",,,,,
RE658,rainbow-trout-cabinet-pulls-set-of-2,Rainbow Trout Cabinet Pulls (Set of 2),"A Black Forest Decor exclusive - Add a fun lodge detail to cabinets with these hand-painted polyresin pulls. Mounting screws included in two different lengths. 5 1/2""W x 1""D x 2""H with 4â centers",,,,,
VCCVAVP110,moose-shed-antler-table-lamp,Moose Shed Antler Table Lamp,"Exclusive - Moose antlers are recreated in cast resin with a moose brown finish on these rustic lamps with antique burlap shades.  Uses one 3-way 100-watt max bulb.  Measures 18""W x 15""D x 30""H. ~",,,,,
CE444323031,in-the-woods-bear-hooked-pillow,In the Woods Bear Hooked Pillow,"Hooked acrylic with cotton backing Measures 18""W x 18""L. ~",,,,,
DS13254,aztec-diamond-turquoise-candle-holder,Aztec Diamond Turquoise Candle Holder,"Exclusive - Bring candlelight and southwest beauty to your room with this wrought iron pillar candle holder featuring layered medallions in turquoise, rust and silver with a faux turquoise stone. Sold individually. Measures 4Â½""W x 4Â½""D x 10""H. ~",,,,,
DS15033,western-tooled-leather-tissue-box,Western Tooled Leather Tissue Box,"Exclusive - Featuring floral tooled leather patterns, sculpted rope trim and faux concho and stud details, this polyresin tissue box and waste basket offer classic cowboy style. Measures 5""W x 5""D x 5Â¼""H. ~",,,,,
DS15083,antler-coat-rack,Antler Coat Rack,"Add subtle rustic charm to your cabin entryway with this polyresin antler coat rack. 24  3/10""W x 3 3/10""D x 11 3/10""H",,,,,
DS62010,wild-horses-comfort-floor-mat,Wild Horses Comfort Floor Mat,"Exclusive - Wild horses run into view on this comfy microfiber memory foam mat with JQ Design artwork. Measures 19Â½""W x 31Â½""L. ~",,,,,
ER59TV116MB,mama-and-baby-bear-jute-trivet,Mama & Baby Bear Jute Trivet,"A Black Forest Decor exclusive - Hand-printed in a bear and cub design, this reversible braided 100% natural jute trivet protects your table with rustic appeal. Spot clean. 10âW x 10âL",,,,,
ERPMOP244,rainbow-trout-braided-jute-placemat,Rainbow Trout Braided Jute Placemat,Outdoor designs are hand-stenciled on these braided 100% natural jute placemats to add rustic beauty to your dining table.  Sold individually. ~,,,,,
HXLD6100SD01,buck-mountain-antler-soap-dish,Buck Mountain Antler Soap Dish,"Exclusive - Realistic antlers wrap around faux logs with a wood-like finish on these resin bath accessories for an outdoor look.  Dimensions available online.  Measures 6""W x 4Â½""D x 1Â½""H. ~",,,,,
KE13013J,rather-be-fishing-rug,Rather Be Fishing Rug,"Emblems of fishing life and vintage lodge signs turn your bath into a rustic getaway.  Resin bath accessories and 100% cotton ivory towels.  100% nylon  Measures 20""W x 30""L. ~",,,,,
KE13017D,black-bear-lodge-lotion-pump,Black Bear Lodge Lotion Pump,"Featuring a playful black bears, the resin Black Bear Lodge Lotion Pump adds the perfect rustic detail to your bath.  Measures 3Â½""W x 7Â¼""H. ~",,,,,
CE822033KSET,pinecone-valley-quilt-bed-set-king,Pinecone ValleyÂ Quilt Bed Set - King,"Pine needles and cones in soft, natural colors invite you to rest in style on this luxury comforter. 100% cotton. Machine wash. 108""W x 92""L quilt",,,,,
VXT0215,weathered-patina-lantern-wall-sconce-6-inch,Weathered Patina Lantern Wall Sconce - 6 Inch,"Exclusive - Crafted with a vintage lantern look, these steel sconces in a weathered patina finish with clear glass shades offer classic western style. UL listed for exterior wet locations.  Uses one 60-watt max bulb Measures 6Â¼""W x 8""D x 12Â¾""H. ~",,,,,
VXVL55402BBZ,canyon-2-light-vanity,Canyon Vanity Light - 2 Light,"Light up your home with the Canyon 2 Light Vanity.  Combining metal deer and pine tree silhouettes with amber flake glass bell shades, this vanity light perfectly complements your rustic decor.  Finished in burnished bronze and uses two 100-watt max bulbs.  UL listed for damp locations.  Measures 16 1/2W x 8""D x 14""H. ~ Ships from the manufacturer. Allow 1 week. Cannot express ship or ship to Alaska.",,,,,
SIX1540,wolf-metal-wall-art,Wolf Metal Wall Art,"Exclusive - Bring wild beauty to your wall with this laser-cut metal wolf's head in a rust and green finish for added detail. Measures 14Â½""W x 1/16""D x 21Â½""H. ~",,,,,
RH12014,sonora-diamonds-table-runner,Sonora Diamonds Table Runner,Interlocking diamonds and subtle stripes create an elegant southwest tablescape on these cotton/poly linens. Machine wash 13âW x 72âL,,,,,
KM02576170005RT,realtree-xtra-camo-waste-basket,Realtree Xtra Camo Waste Basket,Durable resin construction. ~,,,,,
MBAD3873,walking-bear-oval-rug,Walking Bear Oval Rug,"Exclusive - Featuring a black bear scene in brown, pine green, black, natural and gold, this soft polypropylene pile oval rug offers classic lodge appeal. Fade and stain resistant. Measures 2'2""W x 5'3""L. ~",,,,,
PK25511,black-bear-forest-pendant-light,Black Bear Forest Pendant Light,"Pinecone cut-outs, rivets and a bear and mountain scene silhouetted against a bubble glass shade give this black-finished metal pendant the perfect rustic touch. Uses one 60-watt max bulb. Includes 3' chain, 7' cord and ceiling plate. Can be hard wired. Measures 8Â½""Dia. x 14Â½""H. ~",,,,,
DS12112,antler-decorative-ball,Antler Decorative Ball,Add an outdoor touch to your decor with this ball made from interlocking polyresin antlers. Sold individually. ~,,,,,
DS21783,pinecone-metal-curtain-tie-backs-set-of-2,Pinecone Metal Tie Backs (Set of 2),"A Black Forest Decor Exclusive - Give your curtains a rustic touch with the wrought iron Pinecone Metal Curtain Tie Backs in an antiqued dark brown finish.  Mounting hardware included.  Set of two tiebacks measure 9""W x 4Â¾""D x 3""H each. ~",,,,,
DS22159,bear-forest-3-d-metal-wall-art,Bear Forest 3-D Metal Wall Art,"Exclusive - A bear wanders among rugged pines on this layered metal wall art in a rustic brown finish. Measures 27Â¼""W x 20Â½""H. ~",,,,,
